Fecha,Producto,Cantidad_Vendida,Precio_Unitario,Categoria_Producto,Sucursal,ID_Cliente,ID_Vendedor,Tipo_Cliente,Metodo_Pago,Total_Ventas
2023-07-03,Traje,7,100,Ropa,Este,1291,030007,Mayorista,Efectivo,700
2021-07-03,Consola de videojuegos,6,400,Electrónica,Sur,1096,040015,Minorista,Tarjeta de Crédito,2400
2022-06-07,Cocina,1,30,Libros,Norte,1028,010006,Minorista,Transferencia Bancaria,30
2023-06-19,Aceite de oliva,1,5,Alimentos,Sur,1664,030009,Minorista,Tarjeta de Crédito,5
2023-06-21,Corbata,7,15,Ropa,Este,1035,040012,Minorista,Tarjeta de Crédito,105
2023-10-21,Micrófono,8,70,Electrónica,Centro,1503,050005,Mayorista,Tarjeta de Crédito,560
2020-09-25,Espejo,2,40,Muebles,Norte,1732,040014,Mayorista,Efectivo,80
2022-09-02,Arroz,5,3,Alimentos,Sur,1323,050004,Mayorista,Tarjeta de Crédito,15
2021-11-20,Verduras,4,5,Alimentos,Centro,1288,020015,Mayorista,Efectivo,20
2022-09-11,Fantasía,9,10,Libros,Norte,1677,010006,Mayorista,Transferencia Bancaria,90
2022-12-14,Impresora,1,150,Electrónica,Norte,1186,030011,Minorista,Efectivo,150
2021-07-25,Soda,2,2,Bebidas,Norte,1955,040004,Minorista,Efectivo,4
2021-12-14,Banco,7,100,Muebles,Oeste,1316,020006,Mayorista,Efectivo,700
2021-08-11,Espejo,7,40,Muebles,Sur,1140,010008,Minorista,Tarjeta de Crédito,280
2020-05-15,Zapatos,8,70,Ropa,Sur,1630,050014,Mayorista,Efectivo,560
2022-08-30,Pijama,1,25,Ropa,Centro,1900,010001,Mayorista,Tarjeta de Crédito,25
2023-11-07,Biografía,2,20,Libros,Norte,1481,020007,Mayorista,Efectivo,40
2021-06-30,Auriculares,4,50,Electrónica,Norte,1166,050009,Minorista,Efectivo,200
2022-05-07,Agua embotellada,9,1,Bebidas,Norte,1591,020012,Mayorista,Efectivo,9
2022-11-06,Chaquetas,9,60,Ropa,Norte,1458,030013,Mayorista,Tarjeta de Crédito,540
2020-05-26,Romance,2,18,Libros,Centro,1798,010004,Mayorista,Tarjeta de Crédito,36
2020-06-17,Lámpara,4,30,Muebles,Este,1933,050015,Minorista,Tarjeta de Crédito,120
2021-05-30,Camisa,4,30,Ropa,Sur,1986,020002,Mayorista,Transferencia Bancaria,120
2020-10-02,Pan,5,2,Alimentos,Norte,1757,050012,Mayorista,Transferencia Bancaria,10
2021-04-12,Verduras,6,5,Alimentos,Este,1762,040002,Mayorista,Efectivo,30
2023-11-11,Coctel,6,8,Bebidas,Este,1516,040007,Mayorista,Efectivo,48
2023-12-24,Mesa de centro,3,80,Muebles,Sur,1380,040015,Minorista,Efectivo,240
2021-01-11,Agua embotellada,3,1,Bebidas,Sur,1726,040008,Minorista,Efectivo,3
2022-02-04,Ron,4,25,Bebidas,Este,1171,030004,Minorista,Tarjeta de Crédito,100
2021-01-17,Cocina,4,30,Libros,Centro,1881,040010,Mayorista,Efectivo,120
2023-04-07,Agua embotellada,9,1,Bebidas,Este,1874,010005,Mayorista,Transferencia Bancaria,9
2023-08-29,Zapatos,6,70,Ropa,Sur,1825,010011,Mayorista,Tarjeta de Crédito,420
2022-08-27,Poesía,3,10,Libros,Sur,1891,040005,Minorista,Tarjeta de Crédito,30
2022-09-21,Bañador,1,45,Ropa,Oeste,1160,040011,Mayorista,Transferencia Bancaria,45
2022-11-19,Espejo,5,40,Muebles,Norte,1322,010013,Minorista,Tarjeta de Crédito,200
2022-04-26,Chaquetas,7,60,Ropa,Centro,1155,020003,Mayorista,Tarjeta de Crédito,420
2020-01-13,Carne,2,8,Alimentos,Centro,1689,010010,Minorista,Transferencia Bancaria,16
2020-03-27,Smoothie,5,5,Bebidas,Este,1001,030015,Minorista,Transferencia Bancaria,25
2023-07-02,Bañador,2,45,Ropa,Centro,1660,030002,Mayorista,Transferencia Bancaria,90
2022-09-07,Pan,9,2,Alimentos,Oeste,1756,010009,Minorista,Tarjeta de Crédito,18
2021-02-19,Infantil,2,8,Libros,Oeste,1195,020013,Minorista,Efectivo,16
2023-02-04,Sudadera,5,35,Ropa,Este,1713,010013,Mayorista,Transferencia Bancaria,175
2021-08-10,Armario,7,400,Muebles,Oeste,1188,010007,Minorista,Efectivo,2800
2020-08-28,Banco,9,100,Muebles,Oeste,1353,030014,Mayorista,Tarjeta de Crédito,900
2022-05-18,Cómoda,9,300,Muebles,Sur,1001,030013,Minorista,Tarjeta de Crédito,2700
2020-04-28,Smoothie,3,5,Bebidas,Norte,1001,050002,Minorista,Efectivo,15
2022-03-18,Sombrero,5,20,Ropa,Sur,1553,040009,Minorista,Tarjeta de Crédito,100
2023-10-23,Cama,4,700,Muebles,Norte,1385,050006,Mayorista,Tarjeta de Crédito,2800
2023-02-12,Novela,8,15,Libros,Centro,1557,030012,Mayorista,Tarjeta de Crédito,120
2022-10-26,Pijama,2,25,Ropa,Oeste,1492,020008,Minorista,Efectivo,50
2023-04-06,Novela,4,15,Libros,Oeste,1111,050014,Minorista,Efectivo,60
2022-02-16,Bañador,7,45,Ropa,Este,1530,030001,Mayorista,Tarjeta de Crédito,315
2023-10-27,Huevos,5,1,Alimentos,Sur,1777,040012,Minorista,Tarjeta de Crédito,5
2021-05-27,Espejo,9,40,Muebles,Norte,1006,010015,Minorista,Transferencia Bancaria,360
2023-05-03,Auriculares,8,50,Electrónica,Norte,1647,040012,Mayorista,Efectivo,400
2020-08-09,Ron,2,25,Bebidas,Oeste,1782,010007,Minorista,Transferencia Bancaria,50
2020-10-11,Cómoda,9,300,Muebles,Centro,1399,040010,Mayorista,Efectivo,2700
2023-05-18,Calcetines,8,5,Ropa,Sur,1305,030005,Minorista,Efectivo,40
2023-07-24,Smartwatch,1,200,Electrónica,Sur,1637,050001,Minorista,Tarjeta de Crédito,200
2022-04-18,Arroz,3,3,Alimentos,Norte,1463,030005,Minorista,Transferencia Bancaria,9
2021-03-03,Micrófono,3,70,Electrónica,Centro,1113,030006,Mayorista,Transferencia Bancaria,210
2021-01-31,Sal,4,1,Alimentos,Sur,1767,040013,Mayorista,Efectivo,4
2021-05-03,Banco,8,100,Muebles,Norte,1480,020004,Mayorista,Efectivo,800
2022-08-07,Calcetines,9,5,Ropa,Centro,1271,010015,Mayorista,Transferencia Bancaria,45
2023-07-20,Router,6,80,Electrónica,Sur,1476,050001,Minorista,Transferencia Bancaria,480
2023-01-26,Zapatos,8,70,Ropa,Este,1972,030006,Mayorista,Transferencia Bancaria,560
2021-09-01,Carne,9,8,Alimentos,Norte,1372,010009,Mayorista,Transferencia Bancaria,72
2023-11-06,Té,5,2,Bebidas,Oeste,1840,020007,Mayorista,Transferencia Bancaria,10
2021-02-15,Lámpara,6,30,Muebles,Sur,1328,050013,Mayorista,Transferencia Bancaria,180
2022-11-09,Banco,2,100,Muebles,Centro,1786,050009,Mayorista,Efectivo,200
2022-01-31,Laptop,2,800,Electrónica,Sur,1350,030014,Mayorista,Tarjeta de Crédito,1600
2023-07-22,Calcetines,9,5,Ropa,Centro,1624,040015,Minorista,Tarjeta de Crédito,45
2022-07-15,Mesa de centro,9,80,Muebles,Centro,1536,040004,Mayorista,Tarjeta de Crédito,720
2023-06-20,Energizante,1,3,Bebidas,Centro,1321,020010,Minorista,Efectivo,3
2022-09-17,Mesita de noche,9,50,Muebles,Oeste,1193,040007,Mayorista,Transferencia Bancaria,450
2023-02-02,Energizante,4,3,Bebidas,Este,1969,020012,Mayorista,Transferencia Bancaria,12
2022-11-21,Corbata,2,15,Ropa,Centro,1555,020008,Minorista,Efectivo,30
2022-08-02,Altavoces,8,80,Electrónica,Norte,1647,050005,Minorista,Tarjeta de Crédito,640
2023-08-10,Historia,8,20,Libros,Sur,1132,010005,Mayorista,Transferencia Bancaria,160
2021-02-13,Sal,3,1,Alimentos,Oeste,1268,030010,Mayorista,Transferencia Bancaria,3
2022-07-28,Leche,4,3,Alimentos,Sur,1110,020003,Minorista,Efectivo,12
2021-06-16,Arroz,2,3,Alimentos,Oeste,1155,050001,Mayorista,Efectivo,6
2022-01-26,Estantería,4,100,Muebles,Oeste,1280,010006,Minorista,Tarjeta de Crédito,400
2021-08-14,Pijama,7,25,Ropa,Norte,1959,020011,Minorista,Transferencia Bancaria,175
2020-06-01,Televisor,6,500,Electrónica,Oeste,1811,050012,Mayorista,Efectivo,3000
2022-04-13,Cocina,7,30,Libros,Este,1020,030009,Minorista,Transferencia Bancaria,210
2023-03-25,Guantes,4,10,Ropa,Sur,1001,040003,Mayorista,Transferencia Bancaria,40
2020-01-11,Cereal,6,4,Alimentos,Este,1629,030011,Mayorista,Efectivo,24
2023-04-23,Chaquetas,1,60,Ropa,Centro,1337,030011,Mayorista,Transferencia Bancaria,60
2023-07-27,Cama,2,700,Muebles,Centro,1711,030015,Mayorista,Efectivo,1400
2023-08-24,Micrófono,9,70,Electrónica,Centro,1046,050011,Mayorista,Transferencia Bancaria,630
2021-08-18,Pantalones,5,40,Ropa,Este,1519,050002,Mayorista,Tarjeta de Crédito,200
2022-02-06,Té,4,2,Bebidas,Norte,1887,020011,Mayorista,Tarjeta de Crédito,8
2021-01-18,Champán,1,50,Bebidas,Centro,1019,040009,Minorista,Tarjeta de Crédito,50
2021-11-21,Bañador,7,45,Ropa,Sur,1013,040006,Minorista,Transferencia Bancaria,315
2022-08-22,Smoothie,1,5,Bebidas,Oeste,1508,010013,Mayorista,Transferencia Bancaria,5
2022-08-23,Estantería,8,100,Muebles,Oeste,1130,010009,Minorista,Efectivo,800
2021-02-22,Cocina,8,30,Libros,Este,1097,040012,Mayorista,Tarjeta de Crédito,240
2021-11-20,Viajes,4,22,Libros,Sur,1252,010005,Mayorista,Transferencia Bancaria,88
2020-01-19,Pantalones,2,40,Ropa,Oeste,1591,040009,Minorista,Efectivo,80
2020-04-25,Agua embotellada,4,1,Bebidas,Este,1407,050006,Mayorista,Tarjeta de Crédito,4
2021-06-29,Aceite de oliva,1,5,Alimentos,Este,1501,030008,Minorista,Transferencia Bancaria,5
2022-04-22,Té,7,2,Bebidas,Este,1910,020004,Minorista,Transferencia Bancaria,14
2020-11-05,Jugo de frutas,4,3,Bebidas,Este,1838,040014,Mayorista,Efectivo,12
2023-12-24,Café,7,2,Bebidas,Sur,1908,020011,Minorista,Efectivo,14
2023-03-23,Auriculares,4,50,Electrónica,Norte,1311,050003,Minorista,Efectivo,200
2022-06-04,Thriller,1,16,Libros,Oeste,1554,040015,Minorista,Tarjeta de Crédito,16
2021-11-06,Banco,7,100,Muebles,Sur,1446,010007,Minorista,Transferencia Bancaria,700
2022-09-20,Autoayuda,2,15,Libros,Centro,1239,040004,Minorista,Transferencia Bancaria,30
2022-04-26,Falda,5,30,Ropa,Centro,1167,040008,Mayorista,Efectivo,150
2022-08-08,Bufanda,9,15,Ropa,Norte,1276,030012,Minorista,Tarjeta de Crédito,135
2023-12-11,Novela,8,15,Libros,Centro,1664,010008,Mayorista,Transferencia Bancaria,120
2022-07-03,Banco,2,100,Muebles,Oeste,1658,020009,Minorista,Transferencia Bancaria,200
2021-12-23,Whisky,6,30,Bebidas,Sur,1512,050009,Minorista,Transferencia Bancaria,180
2023-05-03,Smoothie,7,5,Bebidas,Oeste,1025,050008,Mayorista,Tarjeta de Crédito,35
2022-03-03,Café,5,2,Bebidas,Este,1490,010015,Mayorista,Efectivo,10
2021-06-25,Lámpara,4,30,Muebles,Centro,1570,050002,Minorista,Tarjeta de Crédito,120
2023-11-17,Calcetines,5,5,Ropa,Este,1376,040008,Mayorista,Efectivo,25
2020-05-14,Café,8,7,Alimentos,Centro,1069,040005,Mayorista,Transferencia Bancaria,56
2023-12-20,Falda,5,30,Ropa,Oeste,1826,040005,Mayorista,Tarjeta de Crédito,150
2022-03-12,Silla,2,50,Muebles,Centro,1769,020012,Minorista,Transferencia Bancaria,100
2020-07-19,Azúcar,3,1,Alimentos,Norte,1455,010013,Minorista,Transferencia Bancaria,3
2023-03-03,Historia,3,20,Libros,Oeste,1638,030005,Minorista,Efectivo,60
2023-04-30,Ron,5,25,Bebidas,Centro,1086,030008,Minorista,Tarjeta de Crédito,125
2020-06-10,Negocios,1,20,Libros,Sur,1993,020008,Mayorista,Tarjeta de Crédito,20
2023-03-07,Espejo,2,40,Muebles,Oeste,1761,010001,Mayorista,Efectivo,80
2022-10-05,Banco,8,100,Muebles,Norte,1200,050005,Mayorista,Transferencia Bancaria,800
2022-01-21,Smartwatch,3,200,Electrónica,Sur,1234,010006,Mayorista,Efectivo,600
2022-03-31,Soda,9,2,Bebidas,Norte,1703,040008,Mayorista,Transferencia Bancaria,18
2023-11-16,Calcetines,2,5,Ropa,Este,1305,020015,Mayorista,Tarjeta de Crédito,10
2022-05-21,Camisa,1,30,Ropa,Centro,1006,010013,Minorista,Efectivo,30
2023-05-09,Biografía,1,20,Libros,Este,1743,030004,Minorista,Transferencia Bancaria,20
2022-04-20,Impresora,5,150,Electrónica,Centro,1637,020002,Mayorista,Efectivo,750
2021-09-21,Cocina,5,30,Libros,Norte,1420,030004,Mayorista,Tarjeta de Crédito,150
2020-03-11,Laptop,5,800,Electrónica,Centro,1566,040015,Minorista,Tarjeta de Crédito,4000
2023-07-08,Sombrero,2,20,Ropa,Sur,1033,020012,Minorista,Efectivo,40
2023-10-01,Sal,8,1,Alimentos,Oeste,1306,030013,Minorista,Tarjeta de Crédito,8
2022-03-15,Autoayuda,5,15,Libros,Norte,1506,030001,Minorista,Tarjeta de Crédito,75
2022-05-12,Vestido,5,50,Ropa,Este,1423,030015,Mayorista,Transferencia Bancaria,250
2020-01-12,Sombrero,3,20,Ropa,Norte,1012,030001,Minorista,Efectivo,60
2022-08-17,Altavoces,5,80,Electrónica,Oeste,1944,010001,Minorista,Transferencia Bancaria,400
2023-06-18,Coctel,3,8,Bebidas,Norte,1858,010002,Mayorista,Efectivo,24
2022-09-13,Vestido,6,50,Ropa,Oeste,1331,040001,Minorista,Tarjeta de Crédito,300
2022-07-09,Arte,9,25,Libros,Sur,1968,040015,Mayorista,Transferencia Bancaria,225
2022-12-24,Corbata,5,15,Ropa,Centro,1181,030012,Mayorista,Efectivo,75
2023-09-19,Auriculares,7,50,Electrónica,Norte,1519,050001,Minorista,Tarjeta de Crédito,350
2021-09-12,Bañador,2,45,Ropa,Centro,1346,030013,Mayorista,Tarjeta de Crédito,90
2020-01-09,Pan,9,2,Alimentos,Oeste,1872,030010,Mayorista,Efectivo,18
2020-10-25,Mesita de noche,6,50,Muebles,Este,1264,040006,Mayorista,Transferencia Bancaria,300
2022-07-06,Mesa,7,200,Muebles,Sur,1121,010011,Mayorista,Tarjeta de Crédito,1400
2020-05-24,Sudadera,5,35,Ropa,Centro,1128,030013,Minorista,Tarjeta de Crédito,175
2023-04-30,Sal,3,1,Alimentos,Oeste,1414,030011,Minorista,Transferencia Bancaria,3
2021-10-14,Tocador,2,200,Muebles,Este,1138,020009,Mayorista,Efectivo,400
2020-11-30,Banco,2,100,Muebles,Este,1203,030009,Minorista,Transferencia Bancaria,200
2023-11-02,Batería portátil,1,30,Electrónica,Norte,1519,020012,Minorista,Transferencia Bancaria,30
2022-03-08,Vino,2,10,Bebidas,Este,1534,030015,Mayorista,Transferencia Bancaria,20
2023-10-18,Soda,9,2,Bebidas,Este,1517,040006,Mayorista,Tarjeta de Crédito,18
2023-08-02,Agua embotellada,7,1,Bebidas,Sur,1002,050008,Mayorista,Transferencia Bancaria,7
2023-09-18,Cómoda,5,300,Muebles,Norte,1711,020013,Minorista,Tarjeta de Crédito,1500
2023-01-24,Micrófono,2,70,Electrónica,Centro,1491,020010,Minorista,Tarjeta de Crédito,140
2023-11-16,Tableta,9,250,Electrónica,Oeste,1024,040001,Minorista,Efectivo,2250
2023-03-16,Cereal,2,4,Alimentos,Oeste,1130,040015,Minorista,Transferencia Bancaria,8
2022-01-22,Biografía,7,20,Libros,Sur,1233,030011,Mayorista,Tarjeta de Crédito,140
2020-10-29,Pijama,4,25,Ropa,Oeste,1527,040012,Minorista,Transferencia Bancaria,100
2021-04-12,Chaquetas,4,60,Ropa,Este,1804,030007,Mayorista,Transferencia Bancaria,240
2020-09-18,Verduras,6,5,Alimentos,Este,1292,020011,Minorista,Efectivo,30
2022-04-22,Batería portátil,5,30,Electrónica,Norte,1000,020014,Minorista,Tarjeta de Crédito,150
2023-05-12,Misterio,8,14,Libros,Sur,1546,010009,Minorista,Transferencia Bancaria,112
2020-05-20,Sombrero,2,20,Ropa,Oeste,1002,010005,Minorista,Efectivo,40
2021-05-02,Pijama,6,25,Ropa,Oeste,1138,020012,Mayorista,Tarjeta de Crédito,150
2023-11-23,Jugo de frutas,1,3,Bebidas,Centro,1269,030003,Minorista,Efectivo,3
2022-04-30,Aceite de oliva,5,5,Alimentos,Norte,1719,040004,Minorista,Tarjeta de Crédito,25
2023-12-07,Pijama,8,25,Ropa,Centro,1234,030014,Mayorista,Tarjeta de Crédito,200
2020-01-14,Té,9,2,Bebidas,Este,1933,050015,Minorista,Transferencia Bancaria,18
2023-03-18,Estantería,6,100,Muebles,Norte,1668,040003,Minorista,Transferencia Bancaria,600
2021-06-05,Jugo de frutas,3,3,Bebidas,Sur,1740,050005,Mayorista,Efectivo,9
2021-09-06,Autoayuda,9,15,Libros,Norte,1882,040015,Mayorista,Efectivo,135
2021-06-25,Verduras,9,5,Alimentos,Este,1259,050008,Minorista,Efectivo,45
2023-06-13,Café,7,7,Alimentos,Norte,1282,040013,Minorista,Transferencia Bancaria,49
2020-06-22,Refresco,6,2,Bebidas,Este,1996,050015,Minorista,Efectivo,12
2022-01-29,Batería portátil,3,30,Electrónica,Sur,1952,050012,Minorista,Transferencia Bancaria,90
2021-12-06,Calcetines,3,5,Ropa,Este,1165,030013,Minorista,Tarjeta de Crédito,15
2022-01-10,Whisky,8,30,Bebidas,Oeste,1512,030002,Mayorista,Tarjeta de Crédito,240
2022-12-05,Smoothie,9,5,Bebidas,Oeste,1428,040013,Minorista,Tarjeta de Crédito,45
2022-07-23,Frutas,5,6,Alimentos,Sur,1807,010002,Minorista,Transferencia Bancaria,30
2021-12-06,Autoayuda,8,15,Libros,Este,1945,020012,Mayorista,Efectivo,120
2022-07-19,Teléfono,1,300,Electrónica,Norte,1104,050008,Minorista,Transferencia Bancaria,300
2023-03-13,Micrófono,7,70,Electrónica,Centro,1324,050009,Minorista,Efectivo,490
2023-12-14,Infantil,5,8,Libros,Centro,1011,030004,Mayorista,Tarjeta de Crédito,40
2022-06-06,Sal,3,1,Alimentos,Este,1698,050004,Minorista,Efectivo,3
2020-01-08,Carne,4,8,Alimentos,Norte,1095,020001,Mayorista,Transferencia Bancaria,32
2020-05-20,Cámara,9,400,Electrónica,Norte,1250,020006,Mayorista,Tarjeta de Crédito,3600
2021-07-02,Mesa,6,200,Muebles,Norte,1743,050006,Minorista,Transferencia Bancaria,1200
2023-09-25,Ron,6,25,Bebidas,Oeste,1495,030012,Mayorista,Transferencia Bancaria,150
2023-10-14,Ciencia ficción,4,12,Libros,Este,1378,010002,Minorista,Tarjeta de Crédito,48
2023-04-07,Cuna,1,300,Muebles,Sur,1631,030013,Minorista,Transferencia Bancaria,300
2021-09-11,Jugo de frutas,9,3,Bebidas,Este,1949,010002,Mayorista,Efectivo,27
2021-04-18,Armario,1,400,Muebles,Norte,1145,040011,Mayorista,Tarjeta de Crédito,400
2020-04-11,Teléfono,3,300,Electrónica,Oeste,1553,050007,Mayorista,Transferencia Bancaria,900
2020-08-01,Mesa,1,200,Muebles,Centro,1230,040001,Minorista,Transferencia Bancaria,200
2022-02-08,Smartwatch,9,200,Electrónica,Oeste,1681,020013,Minorista,Transferencia Bancaria,1800
2023-03-10,Tableta,7,250,Electrónica,Centro,1377,020004,Minorista,Efectivo,1750
2021-11-16,Pasta,3,2,Alimentos,Sur,1617,040006,Minorista,Tarjeta de Crédito,6
2023-11-30,Aceite de oliva,1,5,Alimentos,Este,1859,040011,Mayorista,Transferencia Bancaria,5
2022-08-11,Cuna,3,300,Muebles,Este,1895,040003,Mayorista,Efectivo,900
2021-05-21,Ciencia ficción,8,12,Libros,Oeste,1013,020004,Mayorista,Tarjeta de Crédito,96
2020-01-09,Televisor,2,500,Electrónica,Oeste,1714,040015,Mayorista,Efectivo,1000
2022-03-04,Poesía,4,10,Libros,Centro,1733,040011,Minorista,Efectivo,40
2020-12-09,Arroz,8,3,Alimentos,Oeste,1494,010005,Mayorista,Transferencia Bancaria,24
2022-05-10,Ron,3,25,Bebidas,Sur,1533,020003,Mayorista,Efectivo,75
2022-11-23,Refresco,2,2,Bebidas,Norte,1051,010003,Minorista,Tarjeta de Crédito,4
2021-09-14,Cámara,3,400,Electrónica,Este,1793,040012,Mayorista,Efectivo,1200
2020-01-28,Thriller,7,16,Libros,Norte,1659,010012,Mayorista,Transferencia Bancaria,112
2022-11-29,Sudadera,1,35,Ropa,Centro,1147,030003,Minorista,Efectivo,35
2023-07-21,Vestido,6,50,Ropa,Centro,1399,010003,Minorista,Efectivo,300
2023-04-18,Camisa,8,30,Ropa,Oeste,1667,050007,Minorista,Efectivo,240
2022-08-09,Café,3,2,Bebidas,Norte,1610,020007,Mayorista,Efectivo,6
2022-03-28,Leche de almendras,6,4,Bebidas,Centro,1999,030005,Mayorista,Tarjeta de Crédito,24
2023-07-01,Reproductor de DVD,8,100,Electrónica,Sur,1787,020001,Minorista,Transferencia Bancaria,800
2022-06-15,Espejo,8,40,Muebles,Este,1736,050003,Minorista,Efectivo,320
2021-10-01,Traje,3,100,Ropa,Oeste,1546,050005,Mayorista,Transferencia Bancaria,300
2023-09-26,Autoayuda,9,15,Libros,Norte,1763,050012,Minorista,Transferencia Bancaria,135
2022-01-11,Router,7,80,Electrónica,Este,1999,020003,Minorista,Transferencia Bancaria,560
2023-02-28,Pescado,4,10,Alimentos,Oeste,1739,040014,Mayorista,Efectivo,40
2020-10-16,Cuna,6,300,Muebles,Oeste,1581,040003,Minorista,Tarjeta de Crédito,1800
2020-06-08,Smoothie,3,5,Bebidas,Oeste,1751,040009,Mayorista,Transferencia Bancaria,15
2023-12-02,Cámara,7,400,Electrónica,Centro,1231,030007,Mayorista,Efectivo,2800
2022-08-27,Sal,8,1,Alimentos,Centro,1468,040004,Mayorista,Tarjeta de Crédito,8
2021-04-26,Frutas,3,6,Alimentos,Centro,1808,040011,Mayorista,Efectivo,18
2023-09-08,Cocina,1,30,Libros,Este,1208,010001,Minorista,Efectivo,30
2022-02-16,Espejo,8,40,Muebles,Oeste,1610,030012,Mayorista,Transferencia Bancaria,320
2023-04-07,Reproductor de DVD,8,100,Electrónica,Norte,1179,020015,Mayorista,Tarjeta de Crédito,800
2023-09-09,Cocina,6,30,Libros,Norte,1965,040005,Minorista,Transferencia Bancaria,180
2022-05-04,Zapatos,8,70,Ropa,Centro,1861,040003,Minorista,Transferencia Bancaria,560
2022-10-19,Soda,4,2,Bebidas,Oeste,1029,030005,Minorista,Transferencia Bancaria,8
2022-08-11,Champán,6,50,Bebidas,Norte,1489,040004,Minorista,Tarjeta de Crédito,300
2020-01-21,Traje,1,100,Ropa,Sur,1138,030004,Mayorista,Transferencia Bancaria,100
2023-09-18,Cama,1,700,Muebles,Oeste,1160,040011,Minorista,Transferencia Bancaria,700
2023-03-03,Pasta,1,2,Alimentos,Norte,1953,010002,Minorista,Tarjeta de Crédito,2
2020-12-15,Negocios,3,20,Libros,Este,1965,030012,Minorista,Efectivo,60
2020-08-28,Frutas,8,6,Alimentos,Sur,1979,010012,Minorista,Transferencia Bancaria,48
2021-02-24,Router,2,80,Electrónica,Norte,1181,040008,Minorista,Tarjeta de Crédito,160
2021-01-31,Sudadera,4,35,Ropa,Sur,1553,040014,Mayorista,Efectivo,140
2023-12-24,Frutas,3,6,Alimentos,Oeste,1876,030008,Minorista,Efectivo,18
2021-06-19,Sombrero,3,20,Ropa,Oeste,1098,020003,Mayorista,Tarjeta de Crédito,60
2021-07-02,Televisor,3,500,Electrónica,Sur,1871,040002,Mayorista,Efectivo,1500
2023-05-27,Vino,7,10,Bebidas,Oeste,1044,010011,Minorista,Tarjeta de Crédito,70
2023-03-22,Thriller,5,16,Libros,Centro,1998,020013,Minorista,Efectivo,80
2023-12-24,Cámara,1,400,Electrónica,Sur,1869,020010,Mayorista,Efectivo,400
2022-11-28,Cámara,2,400,Electrónica,Norte,1811,050002,Mayorista,Efectivo,800
2021-12-10,Escritorio,9,150,Muebles,Norte,1810,030003,Minorista,Efectivo,1350
2022-10-26,Coctel,4,8,Bebidas,Norte,1266,010011,Mayorista,Efectivo,32
2023-11-12,Autoayuda,3,15,Libros,Norte,1617,020012,Minorista,Transferencia Bancaria,45
2020-01-31,Cereal,4,4,Alimentos,Este,1680,010006,Minorista,Efectivo,16
2020-04-05,Chaquetas,2,60,Ropa,Este,1243,020011,Minorista,Transferencia Bancaria,120
2021-10-28,Armario,3,400,Muebles,Norte,1888,040006,Mayorista,Efectivo,1200
2021-12-24,Viajes,8,22,Libros,Sur,1129,010008,Mayorista,Tarjeta de Crédito,176
2020-08-25,Arte,9,25,Libros,Este,1741,020007,Minorista,Efectivo,225
2020-04-11,Ciencia ficción,8,12,Libros,Norte,1795,050003,Mayorista,Transferencia Bancaria,96
2021-07-04,Espejo,7,40,Muebles,Norte,1345,050015,Mayorista,Tarjeta de Crédito,280
2021-03-15,Cerveza,6,3,Bebidas,Centro,1471,030003,Mayorista,Transferencia Bancaria,18
2023-11-29,Champán,6,50,Bebidas,Sur,1970,020003,Mayorista,Tarjeta de Crédito,300
2022-10-05,Romance,2,18,Libros,Centro,1074,050001,Mayorista,Tarjeta de Crédito,36
2020-04-30,Laptop,3,800,Electrónica,Norte,1029,030001,Minorista,Transferencia Bancaria,2400
2021-01-20,Arroz,9,3,Alimentos,Oeste,1623,050010,Minorista,Efectivo,27
2020-08-12,Fantasía,3,10,Libros,Centro,1678,050003,Mayorista,Transferencia Bancaria,30
2021-08-06,Televisor,9,500,Electrónica,Oeste,1790,050003,Mayorista,Efectivo,4500
2023-01-25,Auriculares,1,50,Electrónica,Este,1180,050008,Minorista,Tarjeta de Crédito,50
2020-07-02,Pan,3,2,Alimentos,Centro,1183,050005,Mayorista,Transferencia Bancaria,6
2022-02-19,Bufanda,2,15,Ropa,Sur,1548,050008,Mayorista,Transferencia Bancaria,30
2021-04-22,Laptop,5,800,Electrónica,Centro,1517,030014,Minorista,Tarjeta de Crédito,4000
2021-12-08,Cereal,6,4,Alimentos,Norte,1389,050005,Minorista,Transferencia Bancaria,24
2022-02-08,Cocina,7,30,Libros,Este,1284,030002,Mayorista,Efectivo,210
2023-07-11,Verduras,3,5,Alimentos,Sur,1038,010001,Minorista,Tarjeta de Crédito,15
2022-10-23,Zapatos,5,70,Ropa,Centro,1275,010001,Minorista,Tarjeta de Crédito,350
2023-02-16,Mesita de noche,5,50,Muebles,Este,1225,030001,Mayorista,Tarjeta de Crédito,250
2021-03-21,Fantasía,6,10,Libros,Centro,1747,010008,Mayorista,Transferencia Bancaria,60
2021-04-30,Azúcar,9,1,Alimentos,Este,1617,040007,Minorista,Efectivo,9
2023-11-28,Mesa de centro,6,80,Muebles,Este,1958,020011,Mayorista,Tarjeta de Crédito,480
2022-03-18,Romance,1,18,Libros,Oeste,1078,020001,Mayorista,Efectivo,18
2023-02-17,Carne,3,8,Alimentos,Sur,1665,050006,Minorista,Transferencia Bancaria,24
2022-07-07,Lámpara,6,30,Muebles,Centro,1834,030008,Mayorista,Transferencia Bancaria,180
2022-06-13,Vino,8,10,Bebidas,Sur,1730,030008,Minorista,Tarjeta de Crédito,80
2020-03-31,Sombrero,6,20,Ropa,Sur,1675,020012,Minorista,Efectivo,120
